,raw_path,output_path,height,length,label
92,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2619.flac,./processed_data\107\107_003_2619.npy,201,689,107
93,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2653.flac,./processed_data\107\107_003_2653.npy,201,712,107
94,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2668.flac,./processed_data\107\107_003_2668.npy,201,1174,107
95,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2714.flac,./processed_data\107\107_003_2714.npy,201,551,107
96,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2720.flac,./processed_data\107\107_003_2720.npy,201,654,107
97,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2749.flac,./processed_data\107\107_003_2749.npy,201,825,107
98,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2755.flac,./processed_data\107\107_003_2755.npy,201,944,107
99,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2793.flac,./processed_data\107\107_003_2793.npy,201,710,107
100,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2801.flac,./processed_data\107\107_003_2801.npy,201,695,107
101,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2877.flac,./processed_data\107\107_003_2877.npy,201,797,107
102,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2959.flac,./processed_data\107\107_003_2959.npy,201,749,107
103,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2961.flac,./processed_data\107\107_003_2961.npy,201,568,107
104,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\107\107_003_2974.flac,./processed_data\107\107_003_2974.npy,201,825,107
105,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0030.flac,./processed_data\108\108_003_0030.npy,201,958,108
106,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0059.flac,./processed_data\108\108_003_0059.npy,201,763,108
107,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0117.flac,./processed_data\108\108_003_0117.npy,201,1206,108
108,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0175.flac,./processed_data\108\108_003_0175.npy,201,520,108
109,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0177.flac,./processed_data\108\108_003_0177.npy,201,756,108
110,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0389.flac,./processed_data\108\108_003_0389.npy,201,736,108
111,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0408.flac,./processed_data\108\108_003_0408.npy,201,1249,108
112,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0471.flac,./processed_data\108\108_003_0471.npy,201,998,108
113,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0473.flac,./processed_data\108\108_003_0473.npy,201,1429,108
114,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0481.flac,./processed_data\108\108_003_0481.npy,201,702,108
115,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0496.flac,./processed_data\108\108_003_0496.npy,201,1110,108
116,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0505.flac,./processed_data\108\108_003_0505.npy,201,1349,108
117,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0510.flac,./processed_data\108\108_003_0510.npy,201,642,108
118,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0513.flac,./processed_data\108\108_003_0513.npy,201,676,108
119,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0534.flac,./processed_data\108\108_003_0534.npy,201,607,108
120,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0540.flac,./processed_data\108\108_003_0540.npy,201,670,108
121,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0570.flac,./processed_data\108\108_003_0570.npy,201,612,108
122,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0580.flac,./processed_data\108\108_003_0580.npy,201,1149,108
123,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0600.flac,./processed_data\108\108_003_0600.npy,201,543,108
124,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0604.flac,./processed_data\108\108_003_0604.npy,201,965,108
125,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0611.flac,./processed_data\108\108_003_0611.npy,201,1280,108
126,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0681.flac,./processed_data\108\108_003_0681.npy,201,805,108
127,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0860.flac,./processed_data\108\108_003_0860.npy,201,1150,108
128,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0894.flac,./processed_data\108\108_003_0894.npy,201,765,108
129,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0923.flac,./processed_data\108\108_003_0923.npy,201,696,108
130,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0939.flac,./processed_data\108\108_003_0939.npy,201,881,108
131,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0955.flac,./processed_data\108\108_003_0955.npy,201,731,108
132,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0985.flac,./processed_data\108\108_003_0985.npy,201,726,108
133,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_0986.flac,./processed_data\108\108_003_0986.npy,201,515,108
134,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1003.flac,./processed_data\108\108_003_1003.npy,201,502,108
135,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1014.flac,./processed_data\108\108_003_1014.npy,201,994,108
136,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1038.flac,./processed_data\108\108_003_1038.npy,201,856,108
137,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1073.flac,./processed_data\108\108_003_1073.npy,201,1000,108
138,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1081.flac,./processed_data\108\108_003_1081.npy,201,686,108
139,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1090.flac,./processed_data\108\108_003_1090.npy,201,1119,108
140,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1139.flac,./processed_data\108\108_003_1139.npy,201,1133,108
141,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1146.flac,./processed_data\108\108_003_1146.npy,201,866,108
142,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1206.flac,./processed_data\108\108_003_1206.npy,201,1177,108
143,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1210.flac,./processed_data\108\108_003_1210.npy,201,952,108
144,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1250.flac,./processed_data\108\108_003_1250.npy,201,1154,108
145,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1283.flac,./processed_data\108\108_003_1283.npy,201,584,108
146,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1325.flac,./processed_data\108\108_003_1325.npy,201,803,108
147,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1373.flac,./processed_data\108\108_003_1373.npy,201,1098,108
148,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1399.flac,./processed_data\108\108_003_1399.npy,201,889,108
149,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1439.flac,./processed_data\108\108_003_1439.npy,201,759,108
150,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1442.flac,./processed_data\108\108_003_1442.npy,201,774,108
151,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1444.flac,./processed_data\108\108_003_1444.npy,201,1004,108
152,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1450.flac,./processed_data\108\108_003_1450.npy,201,823,108
153,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1548.flac,./processed_data\108\108_003_1548.npy,201,803,108
154,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1573.flac,./processed_data\108\108_003_1573.npy,201,961,108
155,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1648.flac,./processed_data\108\108_003_1648.npy,201,937,108
156,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1667.flac,./processed_data\108\108_003_1667.npy,201,850,108
157,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1739.flac,./processed_data\108\108_003_1739.npy,201,665,108
158,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1774.flac,./processed_data\108\108_003_1774.npy,201,1278,108
159,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1840.flac,./processed_data\108\108_003_1840.npy,201,677,108
160,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1847.flac,./processed_data\108\108_003_1847.npy,201,595,108
161,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1864.flac,./processed_data\108\108_003_1864.npy,201,611,108
162,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1945.flac,./processed_data\108\108_003_1945.npy,201,509,108
163,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1953.flac,./processed_data\108\108_003_1953.npy,201,784,108
164,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1960.flac,./processed_data\108\108_003_1960.npy,201,557,108
165,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1970.flac,./processed_data\108\108_003_1970.npy,201,818,108
166,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1978.flac,./processed_data\108\108_003_1978.npy,201,842,108
167,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_1989.flac,./processed_data\108\108_003_1989.npy,201,608,108
168,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2004.flac,./processed_data\108\108_003_2004.npy,201,955,108
169,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2086.flac,./processed_data\108\108_003_2086.npy,201,1249,108
170,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2110.flac,./processed_data\108\108_003_2110.npy,201,1213,108
171,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2111.flac,./processed_data\108\108_003_2111.npy,201,523,108
172,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2113.flac,./processed_data\108\108_003_2113.npy,201,1220,108
173,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2122.flac,./processed_data\108\108_003_2122.npy,201,701,108
174,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2125.flac,./processed_data\108\108_003_2125.npy,201,653,108
175,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2149.flac,./processed_data\108\108_003_2149.npy,201,622,108
176,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2180.flac,./processed_data\108\108_003_2180.npy,201,640,108
177,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2185.flac,./processed_data\108\108_003_2185.npy,201,947,108
178,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2220.flac,./processed_data\108\108_003_2220.npy,201,1072,108
179,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2234.flac,./processed_data\108\108_003_2234.npy,201,473,108
180,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2308.flac,./processed_data\108\108_003_2308.npy,201,486,108
181,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2313.flac,./processed_data\108\108_003_2313.npy,201,1136,108
182,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2321.flac,./processed_data\108\108_003_2321.npy,201,607,108
183,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2346.flac,./processed_data\108\108_003_2346.npy,201,836,108
184,C:\Users\Jonathan\Documents\datasets\audio\korean-audio\train_data_01\003\108\108_003_2358.flac,./processed_data\108\108_003_2358.npy,201,1096,108
